Filer ID,Name,Office,Subdivision,Municipality,District,County
C61855,FRIENDS OF JOHN BARGNESI JR,Councilman,Town,Tonawanda,N/A,Erie County
C84597,FRIENDS OF JOHN BLANDO,Town Council,Town,West Seneca,N/A,Erie County
C07367,FRIENDS OF JOHN BRUSO,County Legislator,County,Erie,8,Erie County
C05967,FRIENDS OF JOHN FLYNN,District Attorney,County,Erie,N/A,Erie County
C01629,FRIENDS OF JOHN HALL,Town Council,Town,Tonawanda,3,Erie County
C23986,FRIENDS OF JOHN J. FLYNN,Councilman,Town,Tonawanda,N/A,Erie County
C84508,FRIENDS OF JOHN RUSINSKI,Councilman,Town,West Seneca,N/A,Erie County
C10691,FRIENDS OF JOHN WHITNEY,Supervisor,Town,Grand Island,N/A,Erie County
C46981,FRIENDS OF JOLENE JEFFE,Town Council,Town,Aurora,N/A,Erie County
C46518,FRIENDS OF JON GORMAN,Town Council,Town,Hamburg,N/A,Erie County
C49863,FRIENDS OF JONICA DIMARTINO,Town Clerk,Town,Evans,N/A,Erie County
C00169,FRIENDS OF JOSEPH T. JARZEMBEK,Family Court Judge,County,Erie,N/A,Erie County
C00850,FRIENDS OF JOY CARRIER LAMARCA,Town Justice,Town,Grand Island,N/A,Erie County
C06695,FRIENDS OF JUDGE BETTY CALVO-TORRES,City Court Judge,City,Buffalo,N/A,Erie County
C32894,FRIENDS OF JUDGE BETTY CALVO-TORRES,City Court Judge,City,Buffalo,N/A,Erie County
C23709,FRIENDS OF JUDGE CRAIG D. HANNAH,City Court Judge,City,Buffalo,N/A,Erie County
C06025,FRIENDS OF JUDGE CRAIG HANNAH,City Court Judge,City,Buffalo,N/A,Erie County
C80056,FRIENDS OF JUDGE JAMES A.W. MCLEOD FOR ERIE COUNTY COURT,County Court Judge,County,Erie,8,Erie County
C09955,FRIENDS OF JUDGE JAMES MCLEOD,City Court Judge,City,Buffalo,N/A,Erie County
C09181,FRIENDS OF JUDGE LISA BLOCH RODWIN,Family Court Judge,County,Erie,N/A,Erie County
C38020,FRIENDS OF JUDGE OGDEN,Family Court Judge,County,Erie,8,Erie County
C38558,FRIENDS OF JUDGE POWERS,Town Justice,Town,Clarence,N/A,Erie County
C85319,FRIENDS OF JUDGE SHARON M LOVALLO,Family Court Judge,County,Erie,N/A,Erie County
C03949,FRIENDS OF JUDGE SILLARS,Town Justice,Town,Clarence,N/A,Erie County
C25466,FRIENDS OF JUSTICE MARKY,County Court Judge,County,Erie,N/A,Erie County
C64555,FRIENDS OF JUSTIN ROONEY,County Legislator,County,Erie,4,Erie County
C88250,FRIENDS OF KARA BUSCAGLIA,Town Justice,Town,Amherst,N/A,Erie County
C85740,FRIENDS OF KAREN HEALY-CASE,Town Board,Town,Lancaster,N/A,Erie County
C11065,FRIENDS OF KAREN HOAK,Town Council,Town,Hamburg,N/A,Erie County
C22081,FRIENDS OF KATHY HOCHUL,County Clerk,County,Erie,N/A,Erie County
C33585,FRIENDS OF KATHY KAMINSKI,Highway Superintendent,Town,Amherst,N/A,Erie County
C24587,FRIENDS OF KATHY KONST,County Legislator,County,Erie,5,Erie County
C00436,FRIENDS OF KATIE BURD,Village Trustee,Village,Kenmore,N/A,Erie County
C85589,FRIENDS OF KEITH LEWIS,City Council,City,Lackawanna,4,Erie County
C86011,FRIENDS OF KEITH STONE,Town Justice,Town,Alden,N/A,Erie County
C03700,FRIENDS OF KELLY BRINKWORTH,Family Court Judge,County,Erie,N/A,Erie County
C09812,FRIENDS OF KELLY MARTIN,Town Council,Town,Boston,N/A,Erie County
C32789,FRIENDS OF KELLY WAHL,Town Council,Town,Aurora,N/A,Erie County
C36979,FRIENDS OF KEN CASE,District Attorney,County,Erie,N/A,Erie County
C84552,FRIENDS OF KEN PHILLIPS,Councilman,County,Erie,N/A,Erie County
C03667,FRIENDS OF KEN YOUNG,Town Council,Town,Cheektowaga,N/A,Erie County
C22246,FRIENDS OF KEVIN GAUGHAN,N/A,City,Buffalo,N/A,Erie County
C48586,FRIENDS OF KEVIN HARDWICK,County Legislator,County,Erie,4,Erie County
C28761,FRIENDS OF KEVIN SMARDZ,Councilman,County,Erie,N/A,Erie County
C30727,FRIENDS OF KEVIN STOCKER FOR JUDGE,Town Justice,County,Erie,N/A,Erie County
C10398,FRIENDS OF KIM BURST,Town Clerk,Town,Cheektowaga,142,Erie County
C38425,FRIENDS OF KRISTIN KOZLOWSKI,Town Justice,Town,Clarence,N/A,Erie County
C00931,FRIENDS OF LARRY SPEISER,Councilman,Town,Hamburg,N/A,Erie County
C07683,FRIENDS OF LAURA HACKATHORN,Town Council,Town,Hamburg,N/A,Erie County
C01754,FRIENDS OF LAUREN,Legislator,County,Erie,10,Erie County
C08743,FRIENDS OF LESLIE J. GIBBIN,Town Justice,Town,Concord,N/A,Erie County
C04707,FRIENDS OF LINDSAY WEISENBURG,Town Clerk,Town,Lancaster,N/A,Erie County
C37981,FRIENDS OF LISA BLOCH RODWIN,Family Court Judge,County,Erie,N/A,Erie County
C01061,FRIENDS OF LOUIS CROCE,City Council,City,Lackawanna,2,Erie County
C01448,FRIENDS OF LYN PHILLIPS,Town Board,Town,Orchard Park,N/A,Erie County
C84059,FRIENDS OF LYNN KEANE,Town Justice,Town,Orchard Park,N/A,Erie County
C03457,FRIENDS OF LYNN KEANE,Town Justice,Town,Orchard Park,N/A,Erie County
C01307,FRIENDS OF LYNN KRAJACIC,Town Clerk,Town,Evans,N/A,Erie County
C50455,FRIENDS OF LYNN M. DEARMYER,County Legislator,County,Erie,7,Erie County
C21089,FRIENDS OF LYNN MARINELLI,County Legislator,County,Erie,11,Erie County
C00531,FRIENDS OF LYNN SZALKOWSKI,Comptroller,County,Erie,N/A,Erie County
C49896,FRIENDS OF LYNNE DIXON,County Executive,County,Erie,N/A,Erie County
C02807,FRIENDS OF MARA MCCABE,City Court Judge,City,Buffalo,N/A,Erie County
C20930,FRIENDS OF MARC A COPPOLA,Councilman,City,Buffalo,N/A,Erie County
C24869,FRIENDS OF MARC BROWN,Common Council,City,Buffalo,N/A,Erie County
C85541,FRIENDS OF MARGUERITE GRECO,Town Clerk,Town,Tonawanda,N/A,Erie County
C84513,FRIENDS OF MARIA WHYTE,County Clerk,County,Erie,N/A,Erie County
C07018,FRIENDS OF MARJORY JAEGER,Town Supervisor,Town,Amherst,N/A,Erie County
C23191,FRIENDS OF MARK CAVALCOLI,Councilman,Town,Hamburg,N/A,Erie County
C46643,FRIENDS OF MARK D. WEGNER,Highway Superintendent,County,Erie,N/A,Erie County
C03489,FRIENDS OF MARK E. SALTARELLI,City Court Judge,City,Tonawanda,N/A,Erie County
C50765,FRIENDS OF MARK FRENTZEL,Town Justice,Town,Grand Island,N/A,Erie County
C32607,FRIENDS OF MARK KLYCZEK,Town Council,Town,Amherst,N/A,Erie County
C32836,FRIENDS OF MARK MANNA,Town Board,Town,Amherst,N/A,Erie County
C03888,FRIENDS OF MARK NEMETH,Town Justice,Town,Grand Island,N/A,Erie County
C21160,FRIENDS OF MARK POLONCARZ,County Executive,County,Erie,N/A,Erie County
C05150,FRIENDS OF MARK S. DEVINE,Alderperson,City,Lockport,3,Erie County
C85301,FRIENDS OF MARK SCHROEDER,Mayor,City,Buffalo,N/A,Erie County
C11261,FRIENDS OF MARK SUPPLES,Common Council,City,Buffalo,N/A,Erie County
C84250,FRIENDS OF MARK TRAMONT,Town Supervisor,Town,Tonawanda,N/A,Erie County
C00991,FRIENDS OF MARTHA LIBROCK,Town Clerk,Town,Aurora,N/A,Erie County
C35896,FRIENDS OF MARY F. HOLTZ,Supervisor,Town,Cheektowaga,N/A,Erie County
C04846,FRIENDS OF MARY FURMAN,Town Clerk,Town,Marilla,N/A,Erie County
C88311,FRIENDS OF MARY G. CARNEY,Family Court Judge,County,Erie,N/A,Erie County
C03900,FRIENDS OF MARY HOSLER,Supervisor,Town,Evans,N/A,Erie County
C06931,FRIENDS OF MATT CLABEAUX,Town Board,Town,Amherst,N/A,Erie County
C45815,FRIENDS OF MATT ENGLISH,Highway Superintendent,Town,West Seneca,N/A,Erie County
C05524,FRIENDS OF MATT WALTER,Town Council,Town,Lancaster,N/A,Erie County
C34081,FRIENDS OF MELISSA  BRINSON,Town Clerk,Town,Tonawanda,N/A,Erie County
C02844,FRIENDS OF MELISSA A. REESE,Town Justice,Town,Cheektowaga,N/A,Erie County
C10125,FRIENDS OF MELISSA HARTMAN,Supervisor,Town,Eden,N/A,Erie County
C29041,FRIENDS OF MELISSA R.H. BROWN,City Council,County,Erie,N/A,Erie County
C03597,FRIENDS OF MICHAEL DRMACICH,City Court Judge,City,Tonawanda,N/A,Erie County
C09343,FRIENDS OF MICHAEL DRMACICH,County Court Judge,County,Erie,N/A,Erie County
C39019,FRIENDS OF MICHAEL FEELEY,Family Court Judge,County,Erie,N/A,Erie County
C86145,FRIENDS OF MICHAEL HYDE,Town Council,Town,Lancaster,N/A,Erie County
C08948,FRIENDS OF MICHAEL MOSEY,Town Council,Town,Hamburg,N/A,Erie County
C22901,FRIENDS OF MICHAEL P. KEARNS,Common Council,County,Erie,N/A,Erie County
C00001,FRIENDS OF MICHAEL SCHRAFT,County Legislator,County,Erie,9,Erie County
C85406,FRIENDS OF MICHAEL SPENCE,Councilman,Town,Evans,N/A,Erie County
C02888,FRIENDS OF MICHAEL T. DWAN,Town Justice,Town,Lancaster,N/A,Erie County
C00459,FRIENDS OF MICHAEL VISHION,Town Council,Town,Tonawanda,N/A,Erie County
C35513,FRIENDS OF MICHELE HOFFMAN,Councilman,Town,Alden,N/A,Erie County
C02670,FRIENDS OF MICHELE IANNELLO,County Legislator,County,Erie,3,Erie County
C11196,FRIENDS OF MICHELLE MACCAGNANO,Town Justice,Town,Tonawanda,N/A,Erie County
C86571,FRIENDS OF MIKE COLE,County Legislator,County,Erie,8,Erie County
C23988,FRIENDS OF MIKE LOCURTO,City Council,City,Buffalo,N/A,Erie County
C04552,FRIENDS OF MIKE MADIGAN,Town Council,Town,Grand Island,N/A,Erie County
C23224,FRIENDS OF MIKE MC GUIRE,Councilman,Town,Amherst,N/A,Erie County
C07718,FRIENDS OF MIKE PETRIE,Town Council,Town,Hamburg,N/A,Erie County
C00785,FRIENDS OF MIKE QUINN,County Legislator,County,Erie,9,Erie County
C21614,FRIENDS OF MIKE RANZENHOFER,Legislator,County,Erie,4,Erie County
C09690,FRIENDS OF MIKE RUA,City Attorney,City,Tonawanda,N/A,Erie County
C07495,FRIENDS OF MIKE SCHRAFT,Town Council,Town,Evans,N/A,Erie County
C01175,FRIENDS OF MIKE SHERRY,Councilman,Town,Orchard Park,N/A,Erie County
C10707,FRIENDS OF MIKE SZUKALA,Town Board,Town,Amherst,N/A,Erie County
C33032,FRIENDS OF MILLIE RODRIGUEZ,City Court Judge,City,Buffalo,N/A,Erie County
C10614,FRIENDS OF MITCH NOWAKOWSKI,City Council,City,Buffalo,N/A,Erie County
C32750,FRIENDS OF NAN ACKERMAN,Town Council,Town,Orchard Park,N/A,Erie County
C10983,FRIENDS OF NATE BOYD,Councilman,City,Buffalo,N/A,Erie County
C06357,FRIENDS OF NICK LANGWORTHY,Chairperson,County,Erie,N/A,Erie County
C00721,FRIENDS OF NICOLE GAWEL,Town Council,Town,Cheektowaga,12,Erie County
C10661,FRIENDS OF NICOLE HERKEY,Town Council,Town,West Seneca,N/A,Erie County
C23346,FRIENDS OF PARADISE,N/A,County,Erie,N/A,Erie County
C50757,FRIENDS OF PAT KEEM,Supervisor,Town,Orchard Park,N/A,Erie County
C04202,FRIENDS OF PAT LUCEY,Highway Superintendent,Town,Amherst,N/A,Erie County
C83979,FRIENDS OF PATRICK CASILIO,Councilman,Town,Clarence,N/A,Erie County
C05469,FRIENDS OF PATRICK DELANEY,Town Council,Town,Cheektowaga,N/A,Erie County
C85475,FRIENDS OF PATRICK J. RUFFINO,Town Clerk,Town,Tonawanda,N/A,Erie County
C00556,FRIENDS OF PATRICK SPORTELLI,Town Board,Town,Lancaster,N/A,Erie County
C38472,FRIENDS OF PAUL CATALANO,Village Trustee,Village,Kenmore,N/A,Erie County
C21031,FRIENDS OF PAUL CLARK,County Executive,County,Erie,N/A,Erie County
C88317,FRIENDS OF PAUL CRAPSI,Family Court Judge,County,Erie,N/A,Erie County
C87143,FRIENDS OF PAUL CRAPSI,Family Court Judge,County,Erie,N/A,Erie County
C84156,FRIENDS OF PAUL S. PIOTROWSKI,Town Justice,Town,Cheektowaga,N/A,Erie County
C10551,FRIENDS OF PAUL S. PIOTROWSKI,Town Justice,Town,Cheektowaga,N/A,Erie County
C06485,FRIENDS OF PAUL SHEAR,Councilman,County,Erie,N/A,Erie County
C84773,FRIENDS OF PAUL WOLF,Town Clerk,Town,Tonawanda,N/A,Erie County
C07573,FRIENDS OF PETE MARSTON,Councilman,Town,Grand Island,N/A,Erie County
C35619,FRIENDS OF PETE MCMAHON,Town Supervisor,Town,Grand Island,N/A,Erie County
C38698,FRIENDS OF PETER DICOSTANZO,Town Council,Town,Clarence,N/A,Erie County
C23200,FRIENDS OF PETER J. CROTTY,City Court Judge,City,Buffalo,N/A,Erie County
C32921,FRIENDS OF PETER J. SAVAGE,City Council,City,Buffalo,N/A,Erie County
C05223,FRIENDS OF PETER ROUFF,City Council,County,Erie,N/A,Erie County
C02896,FRIENDS OF PETER SAVAGE III,County Legislator,County,Erie,3,Erie County
C34877,FRIENDS OF PETER VASILION,Supervisor,Town,Clarence,N/A,Erie County
C56637,FRIENDS OF PHIL CACCAMISE,Highway Superintendent,Town,Aurora,13,Erie County
C34011,FRIENDS OF RALPH HERNANDEZ,County Legislator,County,Erie,6,Erie County
C00364,FRIENDS OF RAMONA POPOWICH,Town Board,Town,Amherst,N/A,Erie County
C47175,FRIENDS OF RAMONA POPOWICH,Town Board,Town,Amherst,N/A,Erie County
C02855,FRIENDS OF RASHEED WYATT,Councilman,City,Buffalo,N/A,Erie County
C43776,FRIENDS OF RAY WALTER,County Legislator,County,Erie,4,Erie County
C11364,FRIENDS OF RAYMOND BRINSON,Councilman,Village,Filmore,N/A,Erie County
C51385,"FRIENDS OF RICHARD ""JAY"" ANDERSON",Town Council,Town,Amherst,N/A,Erie County
C83744,FRIENDS OF RICHARD A. WOJTOWICZ,Councilman,Town,Amherst,N/A,Erie County
C33791,FRIENDS OF RICHARD A. ZYDEL,Town Council,Town,Cheektowaga,N/A,Erie County
C85983,FRIENDS OF RICHARD P. SCHUNKE,Councilman,Town,West Seneca,N/A,Erie County
C20661,FRIENDS OF RICHARD REESE,Highway Superintendent,Town,Lancaster,N/A,Erie County
C28782,FRIENDS OF ROBERT H. GIZA,Supervisor,Town,Lancaster,N/A,Erie County
C86294,FRIENDS OF ROBERT H. GIZA,Supervisor,Town,Lancaster,N/A,Erie County
C27061,FRIENDS OF RON PILOZZI,Mayor,City,Tonawanda,N/A,Erie County
C46936,"FRIENDS OF RONALD RUFFINO, SR.",Councilman,Town,Lancaster,N/A,Erie County
C29745,FRIENDS OF ROY WIXSON,Town Council,Town,Amherst,N/A,Erie County
C35774,FRIENDS OF RUS THOMPSON,County Legislator,County,Erie,10,Erie County
C04048,FRIENDS OF RUSS SUGG,Town Council,Town,Lancaster,N/A,Erie County
C35596,FRIENDS OF RYAN MILLS,Councilman,Town,Clarence,N/A,Erie County
C11592,FRIENDS OF RYAN STANG,County Legislator,County,Erie,9,Erie County
C33540,FRIENDS OF SAM LOMANDO,Councilman,Town,Evans,N/A,Erie County
C22502,FRIENDS OF SATISH MOHAN,Supervisor,Town,Amherst,N/A,Erie County
C25067,FRIENDS OF SCOTT BYLEWSKI,Town Council,Town,Clarence,N/A,Erie County
C09642,FRIENDS OF SCOTT WILSON,Comptroller,City,Buffalo,N/A,Erie County
C88227,FRIENDS OF SERGIO,Mayor,City,Buffalo,N/A,Erie County
C34083,FRIENDS OF SERGIO RODRIGUEZ FOR COUNCILMAN,Councilman,City,Buffalo,N/A,Erie County
C03513,FRIENDS OF SHANNON FILBERT,Town Justice,Town,West Seneca,N/A,Erie County
C10324,FRIENDS OF SHANNON FILBERT,Town Justice,Town,West Seneca,N/A,Erie County
C08308,FRIENDS OF SHARON STUART,Common Council,City,Tonawanda,4,Erie County
C07365,FRIENDS OF SHAWN LAVIN,Town Board,Town,Amherst,N/A,Erie County
C32127,FRIENDS OF SHEILA MEEGAN,Supervisor,Town,West Seneca,N/A,Erie County
C08148,FRIENDS OF SIMMONS FOR MAYOR,Mayor,City,Buffalo,N/A,Erie County
C11539,FRIENDS OF SKIP KOWAL,Town Council,Town,Tonawanda,N/A,Erie County
C07127,FRIENDS OF STEVE CICHON,County Clerk,County,Erie,N/A,Erie County
C21455,FRIENDS OF STEVEN WALTERS,Supervisor,Town,Hamburg,147,Erie County
C85697,"FRIENDS OF SUE ""BOKAN"" STANISZEWSKI",City Council President,City,Lackawanna,N/A,Erie County
C25309,FRIENDS OF SUE CUSHMAN,County Legislator,County,Erie,13,Erie County
C52715,FRIENDS OF SUE FRIESS,Town Council,County,Erie,N/A,Erie County
C04539,FRIENDS OF SUSAN D MCCLARY,Town Board,Town,Amherst,N/A,Erie County
C32997,FRIENDS OF SYAED ALI,County Legislator,County,Erie,7,Erie County
C03999,FRIENDS OF TAMARA OTREMBA HARBOLD,Town Council,Town,Hamburg,N/A,Erie County
C04742,FRIENDS OF TARA CADMUS,Town Board,Town,Amherst,N/A,Erie County
C47957,FRIENDS OF TED CASEY,Highway Superintendent,Town,Hamburg,N/A,Erie County
C21572,FRIENDS OF TED DONNER,Highway Superintendent,Town,Clarence,N/A,Erie County
C57275,FRIENDS OF TED MORTON,County Legislator,County,Erie,8,Erie County
C86189,FRIENDS OF TERRY MCCRACKEN,County Legislator,County,Erie,8,Erie County
C21898,FRIENDS OF TERRY YARNALL,Supervisor,County,Erie,N/A,Erie County
C22008,FRIENDS OF THE CHAIRMAN,Chairperson,County,Erie,N/A,Erie County
C21694,FRIENDS OF THE COMMITTEE TO ELECT MICHAEL SPENCE,Councilman,Town,Evans,N/A,Erie County
C06945,FRIENDS OF THE HONORABLE KARA A. BUSCAGLIA,Town Justice,Town,Amherst,N/A,Erie County
C22289,FRIENDS OF THE SARDINIA INDEPENDENCE PARTY,N/A,Town,Sardinia,N/A,Erie County
C02559,FRIENDS OF THOMAS P. AMODEO,City Court Judge,City,Buffalo,N/A,Erie County
C11730,FRIENDS OF TIM HEALY,Highway Superintendent,Town,West Seneca,N/A,Erie County
C21946,FRIENDS OF TIM HOWARD,Sheriff,County,Erie,N/A,Erie County
C21158,FRIENDS OF TIM KENNEDY,County Legislator,County,Erie,2,Erie County
C87535,FRIENDS OF TIM MEYERS,Town Council,Town,Cheektowaga,N/A,Erie County
C24646,FRIENDS OF TIM PAZDA,Councilman,Town,Clarence,N/A,Erie County
C08271,FRIENDS OF TIM TOTH,Mayor,City,Tonawanda,N/A,Erie County
C83994,FRIENDS OF TIM WHALEN,County Legislator,County,Erie,2,Erie County
C85789,FRIENDS OF TIMOTHY R. HOGUES,County Legislator,County,Erie,1,Erie County
C30962,FRIENDS OF TIMOTHY WROBLEWSKI,County Legislator,County,Erie,9,Erie County
C03696,FRIENDS OF TODD POTTER,County Legislator,County,Erie,4,Erie County
C31271,FRIENDS OF TOM BEST,Highway Superintendent,Town,Hamburg,N/A,Erie County
C08003,FRIENDS OF TOM DUSZKIEWICZ FOR HAMBURG TOWN JUDGE,Town Justice,Town,Hamburg,N/A,Erie County
C07255,FRIENDS OF TOM JONES,Highway Superintendent,Town,Tonawanda,N/A,Erie County
C35589,FRIENDS OF TOM MAZUR,County Legislator,County,Erie,8,Erie County
C33279,FRIENDS OF TOM PARTRIDGE,Councilman,Town,Evans,N/A,Erie County
C29521,FRIENDS OF TOM QUATROCHE,Councilman,Town,Hamburg,N/A,Erie County
C31402,FRIENDS OF TOM ULBRICH,County Legislator,County,Erie,5,Erie County
C21737,FRIENDS OF TOM WIK,N/A,County,Erie,N/A,Erie County
C04719,FRIENDS OF TOMMY REESE,Highway Superintendent,Town,West Seneca,N/A,Erie County
C49871,FRIENDS OF TONI L. VAZQUEZ,County Legislator,County,Erie,N/A,Erie County
C22371,FRIENDS OF TONY ORSINI,Chairperson,County,Erie,N/A,Erie County
C02129,FRIENDS OF TRACY FRANCISCO,Town Board,Town,Clarence,N/A,Erie County
C00707,FRIENDS OF TRICIA DUNNE,Town Council,Town,Amherst,N/A,Erie County
C05086,FRIENDS OF U. WINGO,Councilman,City,Buffalo,N/A,Erie County
C07120,FRIENDS OF VANESSA GLUSHEFSKI,Comptroller,County,Erie,N/A,Erie County
C10638,FRIENDS OF VERONICA GOLDEN,Common Council,City,Buffalo,N/A,Erie County
C04017,FRIENDS OF VICKIE L. DANKOWSKI,Town Clerk,Town,Cheektowaga,N/A,Erie County
C40815,FRIENDS OF VICTORIA B. ZACH,Town Justice,Town,Colden,N/A,Erie County
C87894,FRIENDS OF VICTORIA ZACH,Town Justice,Town,Colden,N/A,Erie County
C34311,FRIENDS OF VINCE TOBIA,County Legislator,County,Erie,1,Erie County
C21285,"FRIENDS OF VINCENT GRABER, JR.",Councilman,Town,West Seneca,N/A,Erie County
C30949,FRIENDS OF VINCENT GUGLIUZZA,Councilman,County,Erie,N/A,Erie County
C32808,FRIENDS OF WALLACE C. PIOTROWSKI FOR WEST SENECA TOWN SUPERVISOR,Supervisor,Town,West Seneca,N/A,Erie County
C01354,FRIENDS OF WALTER L ROOTH III,Town Supervisor,Town,Hamburg,N/A,Erie County
C00332,FRIENDS OF WES MOORE,County Legislator,County,Erie,N/A,Erie County
C84942,FRIENDS OF WILLIAM E. SWANSON,Highway Superintendent,Town,Tonawanda,N/A,Erie County
C01503,FRIENDS OF WYNNIE FISHER,County Legislator,County,Erie,8,Erie County
C38522,FRIENDS TO ELECT BARBARA NUCHERENO FOR FAMILY COURT JUDGE,Family Court Judge,County,Erie,8,Erie County
C02127,FRIENDS TO ELECT DELILAH D'ORAZIO,Town Council,Town,Grand Island,N/A,Erie County
C86413,FRIENDS TO ELECT DEMARIO BADGER,Councilman,County,Erie,N/A,Erie County
C40595,FRIENDS TO ELECT GERALD P. KAMINSKI SR.,Town Council,Town,Cheektowaga,N/A,Erie County
C11327,FRIENDS TO ELECT HOWARD JOHNSON,Legislator,County,Erie,1,Erie County
C08611,FRIENDS TO ELECT JOHN L. ROSS,Town Council,Town,Newstead,N/A,Erie County
C11641,FRIENDS TO ELECT KATRINNA,County Legislator,County,Erie,1,Erie County
C32287,FRIENDS TO ELECT MARK WEGNER,Highway Superintendent,Town,Cheektowaga,N/A,Erie County
C22573,FRIENDS TO ELECT MICHELE IANNELLO,County Legislator,County,Erie,10,Erie County
C03157,"FRIENDS TO ELECT PHILLIP DABNEY, JR",City Court Judge,City,Buffalo,N/A,Erie County
C01838,FRIENDS TO ELECT REV. RICK MAISANO,Town Council,Town,Cheektowaga,N/A,Erie County
C39015,FRIENDS TO ELECT REV. RICK MAISANO,Councilman,Town,Cheektowaga,N/A,Erie County
C52035,FRIENDS TO ELECT RON GEITTER,Highway Superintendent,County,Erie,N/A,Erie County
C05609,FRIENDS TO ELECT TERRANCE HEARD,Councilman,Town,Ellicott,N/A,Erie County
C06147,FRIENDS TO ELECT TIM TRYJANKOWSKI,Councilman,Town,Clarence,N/A,Erie County
C33831,FRIENDS TO RE-ELECT CARLETON R. ZEISZ,City Council President,City,Tonawanda,N/A,Erie County
C00365,FRIENDS TO RE-ELECT JANIS COLARUSSO,Supervisor,Town,Orchard Park,N/A,Erie County
C03580,FRIENDS TO RETAIN JUDGE JAHARR S. PRIDGEN,City Court Judge,City,Buffalo,N/A,Erie County
C25043,FRONTIER DEMOCRATIC CLUB,N/A,County,Erie,N/A,Erie County
C09344,G. MICHAEL DRMACICH,County Court Judge,County,Erie,N/A,Erie County
C03598,G. MICHAEL DRMACICH,City Court Judge,City,Tonawanda,N/A,Erie County
C36216,GAIL BREEN O'CONNOR,Councilman,County,Erie,N/A,Erie County
C33299,GAIL R. O' CONNOR,Town Council,City,Buffalo,N/A,Erie County
C22426,GARY  ROESCH,Town Council,Town,Grand Island,N/A,Erie County
C10299,GARY A. DICKSON,Supervisor,Town,West Seneca,N/A,Erie County
C08772,GARY D. WAGNER,Highway Superintendent,Town,Alden,N/A,Erie County
C54516,GARY EPPOLITO,Supervisor,Town,Concord,N/A,Erie County
C05744,GARY ROESCH,Town Council,Town,Grand Island,N/A,Erie County
C09168,GARY SAM,Councilman,Town,Eden,N/A,Erie County
C85831,GAUGHAN FOR ERIE COUNTY LEGISLATOR,County Legislator,County,Erie,9,Erie County
C46800,GENE L. MAJCHRZAK,Town Council,Town,Orchard Park,N/A,Erie County
C30604,GEOFFREY K. KLEIN,Town Justice,Town,Amherst,N/A,Erie County
C84253,GEOFFREY M. SZYMANSKI,Mayor,City,Lackawanna,N/A,Erie County
C22639,"GEORGE ARCHIE HOLT, JR.",Legislator,County,Erie,3,Erie County
C87239,GEORGE F. HASIOTIS,Comptroller,County,Erie,N/A,Erie County
C11448,GEORGE MICHAEL HAUSS,Town Clerk,Town,Grand Island,N/A,Erie County
C56885,GEORGETTE F. PELLETTERIE,Town Council,Town,Lancaster,N/A,Erie County
C04201,GERALD E PARADISE III,Town Justice,Town,Aurora,N/A,Erie County
C23347,GERALD E. PARADISE III,N/A,County,Erie,N/A,Erie County
C00467,GERALD P. GORMAN,Town Justice,Town,Hamburg,N/A,Erie County
C40596,"GERALD P. KAMINSKI, SR.",Town Council,Town,Cheektowaga,N/A,Erie County
C56884,GERALD WILLIAM BURGIN,Town Council,Town,Lancaster,N/A,Erie County
C10542,GERHARDT J. YASKOW,Councilman,City,Buffalo,N/A,Erie County
C22243,GIAMBRA LIGHTHOUSE LEADERSHIP COUNCIL,N/A,County,Erie,N/A,Erie County
C56837,GIGI E. GRIZANTI,Town Board,Town,Tonawanda,N/A,Erie County
C01129,GIGI GRIZANTI,Town Council,Town,Tonawanda,N/A,Erie County
